XCoord,YCoord,OBJECTID,XCOORD,YCOORD,OBJECTID_1,POINT_X,POINT_Y,AGE,COMPLEX,COMDIST,SUBWAY,MAJROAD,AGEAVE,POPDEN,BLSPOPF,FIRENO,CAR2012R,TAX,AREA,PRICE,FLOOR1,UNITPRI
958372.6233,1942117.956,1,958372.6233,1942117.956,1,958372.6233,1942117.956,1.278754,1.20412,2.869231,2.923197,1.900367,1.575188,3.91628,0.028315,30,0.256037,4.783839,1.927832,4.707487,0,2.779655
941780.2414,1942553.349,2,941780.2414,1942553.349,2,941780.2414,1942553.349,0.60206,0.954243,3.115603,2.911177,2.074855,1.583199,3.998657,0.012168,9,0.214488,4.309651,1.82825,4.491848,0,2.663598
956247.1093,1942495.732,4,956247.1093,1942495.732,4,956247.1093,1942495.732,1.079181,0.69897,2.720001,2.778581,1.445548,1.605305,4.01952,0.00509,38,0.462166,5.057312,1.968156,4.748188,0,2.780032
951661.7375,1943058.358,5,951661.7375,1943058.358,5,951661.7375,1943058.358,0.477121,0,2.737416,2.668808,1.862229,1.613842,4.591093,0.014858,13,0.180724,3.912488,1.921374,4.508467,0,2.587093
945855.2506,1943263.435,6,945855.2506,1943263.435,6,945855.2506,1943263.435,1.20412,0,2.913703,1.802,1.570393,1.620136,4.816573,0.019003,15,0.181972,4.089976,1.623869,4.021189,0,2.39732
953103.1538,1943348.315,7,953103.1538,1943348.315,7,953103.1538,1943348.315,1.342423,0.954243,3.035471,2.562167,2.268317,1.61066,4.454082,0.00852,4,0.25319,4.175715,1.929368,4.577492,0,2.648124
966299.3339,1944525.592,8,966299.3339,1944525.592,8,966299.3339,1944525.592,1.431364,0.69897,2.671425,2.738112,1.760007,1.592177,4.411292,0.005973,14,0.37107,4.573289,1.772615,4.526339,0,2.753724
959697.2476,1944770.625,9,959697.2476,1944770.625,9,959697.2476,1944770.625,1.544068,0,1.016916,2.658804,1.735044,1.562293,4.49717,0.008193,21,0.354802,5.058677,1.908485,4.930032,0,3.021547
947937.8901,1944856.591,10,947937.8901,1944856.591,10,947937.8901,1944856.591,1.612784,1.113943,3.032239,2.170326,1.867743,1.61595,4.551109,0.015751,12,0.22841,3.971601,1.766487,4.322219,0,2.555732
955265.2653,1945338.949,11,955265.2653,1945338.949,11,955265.2653,1945338.949,1.579784,0,2.978202,2.972551,2.237072,1.568202,4.171174,0.0003,15,0.330836,4.719373,1.889829,5.222612,0,3.332783
951324.5534,1945525.536,12,951324.5534,1945525.536,12,951324.5534,1945525.536,1.255273,1.643453,2.264995,2.6598,2.02576,1.611723,4.331402,0.015374,25,0.252412,4.617105,1.929112,4.611723,0,2.682611
941684.3759,1945932.035,13,941684.3759,1945932.035,13,941684.3759,1945932.035,1,1.176091,3.169742,3.162318,2.228301,1.582063,4.317748,0.01599,12,0.265181,4.397923,2.061905,4.770415,0,2.70851
967981.7198,1947087.215,14,967981.7198,1947087.215,14,967981.7198,1947087.215,1.544068,2.173186,3.010074,2.669344,2.327384,1.58995,4.326914,0.001587,7,0.316948,4.307047,1.873602,4.805007,0.125,2.931405
961046.6324,1947199.698,15,961046.6324,1947199.698,15,961046.6324,1947199.698,1.544068,1.146128,2.241732,2.549177,1.378176,1.592177,4.128882,0.005008,28,0.414545,5.267871,2.066837,5.00681,0,2.939973
957965.3057,1947681.441,16,957965.3057,1947681.441,16,957965.3057,1947681.441,1.50515,1.491362,2.647565,2.493167,2.34898,1.603144,4.055215,0.001427,26,0.380752,5.16159,2.162494,5.194051,0,3.031557
957966.3553,1947841.788,17,957966.3553,1947841.788,17,957966.3553,1947841.788,1.518514,1.491362,2.76057,2.564444,2.188466,1.603144,4.055215,0.001427,26,0.380752,5.16159,2.044618,5.045323,0,3.000705
958371.1524,1947964.887,18,958371.1524,1947964.887,18,958371.1524,1947964.887,1.568202,1.255273,2.70702,2.426707,2.360275,1.603144,4.055215,0.001427,26,0.380752,5.16159,2.223127,5.31474,0,3.091613
959247.0223,1947984.543,19,959247.0223,1947984.543,19,959247.0223,1947984.543,1.579784,1.176091,2.657168,2.961588,2.185006,1.603144,4.055215,0.001427,26,0.380752,5.16159,1.795588,4.917092,0.166667,3.121504
959082.4319,1948051.243,20,959082.4319,1948051.243,20,959082.4319,1948051.243,1.568202,0.845098,2.716477,2.897013,2.132973,1.603144,4.055215,0.001427,26,0.380752,5.16159,2.007705,5.010724,0,3.003019
958202.1307,1948092.648,21,958202.1307,1948092.648,21,958202.1307,1948092.648,1.591065,0.69897,2.827909,2.61949,2.259672,1.603144,4.055215,0.001427,26,0.380752,5.16159,1.916454,5.010595,0,3.094141
942235.9402,1948212.286,22,942235.9402,1948212.286,22,942235.9402,1948212.286,1.176091,0,2.756488,1.698037,1.084043,1.609594,4.671528,0.01341,35,0.238839,4.411098,1.848497,4.311237,0,2.46274
942254.0842,1949011.17,23,942254.0842,1949011.17,23,942254.0842,1949011.17,1.113943,0,2.985268,2.713712,2.280193,1.584331,4.518004,0.023041,15,0.239211,4.137417,1.810165,4.255273,0,2.445108
949900.9484,1949483.271,24,949900.9484,1949483.271,24,949900.9484,1949483.271,1.041393,1.041393,2.897486,2.65968,1.804065,1.603144,4.442741,0.00791,10,0.27078,4.136467,1.928652,4.69897,0,2.770318
952742.9454,1950691.441,25,952742.9454,1950691.441,25,952742.9454,1950691.441,1,0,2.622289,2.744217,1.317548,1.638489,4.299308,0.035662,10,0.282577,4.539064,1.66764,4.321039,0,2.653399
939080.6864,1953019.833,26,939080.6864,1953019.833,26,939080.6864,1953019.833,1.041393,0.90309,2.708484,2.507123,1.874404,1.585461,4.609122,0.008964,19,0.210444,4.188338,1.872893,4.488645,0,2.615752
965579.6177,1955799.992,27,965579.6177,1955799.992,27,965579.6177,1955799.992,0.954243,1.30103,2.934959,3.16948,1.830496,1.623249,4.070833,0.020884,17,0.248451,4.513391,1.929112,4.517196,0,2.588084
963171.4745,1956404.244,28,963171.4745,1956404.244,28,963171.4745,1956404.244,1.079181,0.60206,3.221048,2.654151,2.562372,1.607455,4.495606,0.014563,10,0.227181,3.885474,1.834548,4.30103,0,2.466482
963149.2861,1960775.338,29,963149.2861,1960775.338,29,963149.2861,1960775.338,1.20412,0,3.173109,3.192853,1.336598,1.575188,4.170336,0.010596,9,0.282466,4.218141,1.776992,4.392697,0,2.615705
959818.4678,1961025.486,30,959818.4678,1961025.486,30,959818.4678,1961025.486,1.361728,1.342423,2.417944,2.753882,1.529155,1.604226,4.505705,0.007803,16,0.235423,4.249834,2.135896,4.69897,1,2.563074
938725.5587,1952880.819,31,938725.5587,1952880.819,31,938725.5587,1952880.819,1.079181,0.845098,2.588242,2.040158,1.869179,1.585461,4.609122,0.008964,19,0.210444,4.188338,1.929215,4.488551,1,2.559336
938779.3708,1952593.796,32,938779.3708,1952593.796,32,938779.3708,1952593.796,1.322219,1.20412,2.033785,2.15606,2.264521,1.625312,3.596726,0.037115,21,0.272476,4.115078,1.666444,4.271918,0.125,2.605474
938894.5131,1952730.629,33,938894.5131,1952730.629,33,938894.5131,1952730.629,0.845098,0,2.375545,1.948457,1.440128,1.625312,3.596726,0.037115,21,0.272476,4.115078,1.927986,4.431364,0,2.503378
938894.6953,1951469.969,34,938894.6953,1951469.969,34,938894.6953,1951469.969,0.778151,0.477121,2.911794,2.502242,1.721665,1.613842,3.296007,0.014891,18,0.314425,4.511977,1.777862,4.531479,0,2.753617
938903.3219,1952524.48,35,938903.3219,1952524.48,35,938903.3219,1952524.48,1.079181,0.845098,1.660495,2.427825,2.36893,1.625312,3.596726,0.037115,21,0.272476,4.115078,1.83046,4.471292,0,2.640832
938937.7611,1952727.254,36,938937.7611,1952727.254,36,938937.7611,1952727.254,0.90309,0.69897,2.360968,2.086293,1.743178,1.625312,3.596726,0.037115,21,0.272476,4.115078,1.826464,4.389166,1,2.562702
939088.8169,1953026.288,37,939088.8169,1953026.288,37,939088.8169,1953026.288,1.041393,0.90309,2.714722,2.520925,1.811236,1.585461,4.609122,0.008964,19,0.210444,4.188338,1.929061,4.525045,0,2.595984
939095.3223,1953313.724,38,939095.3223,1953313.724,38,939095.3223,1953313.724,1.322219,1.230449,2.905763,2.332916,2.026727,1.620136,4.044171,0.063648,15,0.273266,4.017826,1.592377,4.235203,0,2.642826
939129.0311,1952739.985,39,939129.0311,1952739.985,39,939129.0311,1952739.985,1.079181,0.69897,2.40077,2.469179,1.772046,1.625312,3.596726,0.037115,21,0.272476,4.115078,2.002814,4.491362,0,2.488548
939239.1103,1952731.561,40,939239.1103,1952731.561,40,939239.1103,1952731.561,1.041393,0,2.489237,2.606644,1.420628,1.585461,4.609122,0.008964,19,0.210444,4.188338,1.887645,4.412908,0,2.525263
939261.7097,1953030.393,41,939261.7097,1953030.393,41,939261.7097,1953030.393,1.041393,0.477121,2.756566,2.496584,1.69991,1.585461,4.609122,0.008964,19,0.210444,4.188338,1.929215,4.585461,0,2.656246
939267.8715,1953580.362,42,939267.8715,1953580.362,42,939267.8715,1953580.362,1.342423,1.230449,3.039858,2.059429,1.951211,1.620136,4.044171,0.063648,15,0.273266,4.017826,1.929163,4.533935,0,2.604772
939299.8379,1953724.519,43,939299.8379,1953724.519,43,939299.8379,1953724.519,1.322219,1.113943,3.094741,2.336639,1.755166,1.620136,4.044171,0.063648,15,0.273266,4.017826,2.008004,4.579784,0,2.57178
939333.5625,1953139.187,44,939333.5625,1953139.187,44,939333.5625,1953139.187,1.322219,0.778151,2.845148,2.297356,1.921193,1.620136,4.044171,0.063648,15,0.273266,4.017826,1.718359,4.359314,0,2.640955
939370.6744,1952777.174,45,939370.6744,1952777.174,45,939370.6744,1952777.174,1.255273,0.477121,2.641221,2.724501,2.077729,1.585461,4.609122,0.008964,19,0.210444,4.188338,1.778079,4.332438,0,2.554359
939439.9316,1953326.656,46,939439.9316,1953326.656,46,939439.9316,1953326.656,1.322219,1.39794,2.961597,2.046827,2.089143,1.620136,4.044171,0.063648,15,0.273266,4.017826,2.065297,4.581125,0.25,2.515828
939439.8358,1952649.202,47,939439.8358,1952649.202,47,939439.8358,1952649.202,1.041393,1,2.642919,2.790942,2.202203,1.585461,4.609122,0.008964,19,0.210444,4.188338,1.777572,4.419129,0,2.641557
939509.2908,1953034.786,48,939509.2908,1953034.786,48,939509.2908,1953034.786,1.079181,1.146128,2.853933,2.548397,1.979781,1.585461,4.609122,0.008964,19,0.210444,4.188338,1.882351,4.502182,0.5,2.619831
939522.8774,1952936.958,49,939522.8774,1952936.958,49,939522.8774,1952936.958,1.431364,0.69897,2.817274,2.649308,1.66971,1.585461,4.609122,0.008964,19,0.210444,4.188338,1.602277,4.161368,0,2.559091
939589.49,1953542.089,50,939589.49,1953542.089,50,939589.49,1953542.089,1.041393,0.69897,3.070343,2.323025,1.896639,1.620136,4.044171,0.063648,15,0.273266,4.017826,1.929342,4.497818,0,2.568476
939728.3717,1952986.223,51,939728.3717,1952986.223,51,939728.3717,1952986.223,1.322219,0.90309,2.929663,2.727266,1.698037,1.620136,4.044171,0.063648,15,0.273266,4.017826,1.771146,4.332438,0,2.561292
939736.2351,1953316.561,52,939736.2351,1953316.561,52,939736.2351,1953316.561,1.20412,0.69897,3.031637,2.598793,1.796753,1.620136,4.044171,0.063648,15,0.273266,4.017826,1.929266,4.447158,0,2.517892
939830.5561,1952761.452,53,939830.5561,1952761.452,53,939830.5561,1952761.452,1,0.30103,2.927286,2.883853,2.072709,1.585461,4.609122,0.008964,19,0.210444,4.188338,1.776483,4.462398,0,2.685915
939862.3125,1953038.017,54,939862.3125,1953038.017,54,939862.3125,1953038.017,1.342423,1.531479,2.996098,2.787992,1.95465,1.620136,4.044171,0.063648,15,0.273266,4.017826,1.636022,4.193197,0.166667,2.557175
939896.335,1953543.507,55,939896.335,1953543.507,55,939896.335,1953543.507,1.230449,0.954243,3.130954,2.712628,2.345827,1.620136,4.044171,0.063648,15,0.273266,4.017826,1.775756,4.360699,0,2.584943
939914.5725,1952844.604,56,939914.5725,1952844.604,56,939914.5725,1952844.604,1.20412,0.778151,2.978729,2.884922,1.519571,1.585461,4.609122,0.008964,19,0.210444,4.188338,1.777572,4.348305,0,2.570733
939982.0706,1944383.072,57,939982.0706,1944383.072,57,939982.0706,1944383.072,0.69897,1.255273,3.321667,2.711359,2.651958,1.599883,3.986872,0.012276,14,0.321135,4.078203,1.77791,4.489916,0,2.712006
940068.3395,1952710.29,58,940068.3395,1952710.29,58,940068.3395,1952710.29,1.079181,0.845098,3.027202,2.987379,2.213954,1.585461,4.609122,0.008964,19,0.210444,4.188338,1.874772,4.462398,0,2.587626
940077.5727,1952838.02,59,940077.5727,1952838.02,59,940077.5727,1952838.02,1.230449,0.60206,3.043145,2.955162,1.553268,1.585461,4.609122,0.008964,19,0.210444,4.188338,1.777499,4.396572,0,2.619073
940105.9295,1952515.117,60,940105.9295,1952515.117,60,940105.9295,1952515.117,0.845098,0.845098,3.034879,3.03093,2.228678,1.585461,4.609122,0.008964,19,0.210444,4.188338,1.777209,4.547775,0,2.770566
940156.694,1952296.157,61,940156.694,1952296.157,61,940156.694,1952296.157,1.380211,0.30103,3.05786,2.929701,1.76421,1.585461,4.609122,0.008964,19,0.210444,4.188338,1.925776,4.463893,0,2.538117
940173.9143,1950098.496,62,940173.9143,1950098.496,62,940173.9143,1950098.496,0.845098,1.041393,3.334483,3.078454,1.932887,1.558709,4.127652,0.014227,18,0.228836,4.228349,1.927781,4.491362,0,2.563581
940242.8459,1952472.26,63,940242.8459,1952472.26,63,940242.8459,1952472.26,1,0.954243,3.086188,3.009709,2.154935,1.582063,3.700538,0.002714,9,0.423829,4.379904,1.827434,4.498895,0,2.671461
940231.5508,1950425.395,64,940231.5508,1950425.395,64,940231.5508,1950425.395,0.845098,1.176091,3.284525,3.000818,2.112598,1.558709,4.127652,0.014227,18,0.228836,4.228349,1.827562,4.519087,0,2.691525
940327.8293,1948636.211,65,940327.8293,1948636.211,65,940327.8293,1948636.211,1,0,3.168049,3.192014,1.393634,1.621176,4.304213,0.035258,17,0.342652,3.787035,1.87425,4.30103,0,2.42678
940435.9391,1950332.931,66,940435.9391,1950332.931,66,940435.9391,1950332.931,0.90309,0.778151,3.257532,2.97652,1.952856,1.558709,4.127652,0.014227,18,0.228836,4.228349,1.92814,4.550044,0,2.621904
940540.7048,1950447.815,67,940540.7048,1950447.815,67,940540.7048,1950447.815,0.845098,1.30103,3.219207,2.939771,1.871375,1.558709,4.127652,0.014227,18,0.228836,4.228349,1.777046,4.493398,0,2.716352
940550.7376,1949277.404,68,940550.7376,1949277.404,68,940550.7376,1949277.404,1.230449,0,3.241113,3.041266,2.214595,1.596597,4.376683,0.016194,10,0.261293,3.878292,1.765072,4.184691,0,2.419619
940590.1745,1950785.824,69,940590.1745,1950785.824,69,940590.1745,1950785.824,0.90309,1,3.157164,2.813704,1.992465,1.558709,4.127652,0.014227,18,0.228836,4.228349,1.927755,4.560205,0,2.63245
940628.2322,1949409.13,70,940628.2322,1949409.13,70,940628.2322,1949409.13,1.041393,0.69897,3.256988,2.980136,1.541451,1.596597,4.376683,0.016194,10,0.261293,3.878292,1.926342,4.489958,0,2.563616
940704.9993,1947236.219,71,940704.9993,1947236.219,71,940704.9993,1947236.219,1.431364,0,3.031336,3.270419,2.12338,1.61066,4.305785,0.013798,12,0.264691,3.835691,1.756712,4.119407,0,2.362695
940761.6478,1949627.441,72,940761.6478,1949627.441,72,940761.6478,1949627.441,0.778151,0.477121,3.248321,2.856999,1.684097,1.596597,4.376683,0.016194,10,0.261293,3.878292,2.079109,4.685742,0,2.606633
940764.7021,1948071.794,73,940764.7021,1948071.794,73,940764.7021,1948071.794,0.954243,0,2.92868,3.169017,2.315499,1.621176,4.304213,0.035258,17,0.342652,3.787035,1.645226,4.113943,0,2.468717
940764.0704,1947333.582,74,940764.0704,1947333.582,74,940764.0704,1947333.582,1.447158,1.113943,2.991392,3.246244,1.913517,1.61066,4.305785,0.013798,12,0.264691,3.835691,1.863144,4.357935,0,2.494791
940752.3115,1944022.452,75,940752.3115,1944022.452,75,940752.3115,1944022.452,0.90309,0.30103,3.108121,2.743729,1.581472,1.599883,3.986872,0.012276,14,0.321135,4.078203,1.929112,4.477121,0,2.548009
940777.6223,1945925.014,76,940777.6223,1945925.014,76,940777.6223,1945925.014,0.60206,1.113943,3.275109,3.333161,1.935298,1.582063,4.317748,0.01599,12,0.265181,4.397923,1.928959,4.575379,0,2.64642
940803.2002,1946497.532,77,940803.2002,1946497.532,77,940803.2002,1946497.532,0.60206,1.361728,3.148629,3.313213,2.091206,1.61066,4.305785,0.013798,12,0.264691,3.835691,1.926908,4.582986,0,2.656078
940834.6478,1950768.682,78,940834.6478,1950768.682,78,940834.6478,1950768.682,0.90309,1.255273,3.090646,2.870701,1.974849,1.558709,4.127652,0.014227,18,0.228836,4.228349,1.92814,4.620641,0.333333,2.692501
940833.5267,1948791.643,79,940833.5267,1948791.643,79,940833.5267,1948791.643,0.954243,0,3.073883,3.018537,1.636313,1.596597,4.376683,0.016194,10,0.261293,3.878292,1.924021,4.371068,0,2.447047
940878.435,1947361.057,80,940878.435,1947361.057,80,940878.435,1947361.057,1.447158,0.845098,2.937284,3.217672,1.763966,1.61066,4.305785,0.013798,12,0.264691,3.835691,1.629104,4.089905,0,2.460801
940940.9322,1949687.221,81,940940.9322,1949687.221,81,940940.9322,1949687.221,1.113943,1.748188,3.1998,2.730498,2.171041,1.612784,4.668368,0.009552,7,0.270482,4.169763,2.049988,4.700329,0.083333,2.650341
941003.2013,1950515.543,82,941003.2013,1950515.543,82,941003.2013,1950515.543,0.954243,0.30103,3.101817,2.691254,2.427295,1.558709,4.127652,0.014227,18,0.228836,4.228349,1.929368,4.531479,0,2.602111
941007.3002,1950277.987,83,941007.3002,1950277.987,83,941007.3002,1950277.987,1,0,3.159468,2.574552,2.287879,1.558709,4.127652,0.014227,18,0.228836,4.228349,1.855474,4.431243,0,2.575769
940982.6239,1943437.256,84,940982.6239,1943437.256,84,940982.6239,1943437.256,1.079181,1.380211,3.057102,2.579773,2.103629,1.583199,3.998657,0.012168,9,0.214488,4.309651,1.879049,4.561826,0.333333,2.682777
941037.0461,1946631.719,85,941037.0461,1946631.719,85,941037.0461,1946631.719,1.431364,1.491362,3.062281,3.255743,1.989411,1.61066,4.305785,0.013798,12,0.264691,3.835691,1.704921,4.298577,0,2.593656
941024.2932,1943569.596,86,941024.2932,1943569.596,86,941024.2932,1943569.596,1.176091,0,3.023132,2.562732,1.985398,1.583199,3.998657,0.012168,9,0.214488,4.309651,1.881784,4.290035,0,2.408251
941101.6485,1950242.661,87,941101.6485,1950242.661,87,941101.6485,1950242.661,1.041393,0,3.151922,2.440616,1.969887,1.558709,4.127652,0.014227,18,0.228836,4.228349,1.912753,4.423246,1,2.510493
941110.3326,1947722.666,88,941110.3326,1947722.666,88,941110.3326,1947722.666,1.230449,0.477121,2.704195,3.105948,1.646722,1.621176,4.304213,0.035258,17,0.342652,3.787035,1.773786,4.227887,0,2.454101
941131.5994,1950471.212,89,941131.5994,1950471.212,89,941131.5994,1950471.212,1,0,3.084428,2.566982,2.142784,1.558709,4.127652,0.014227,18,0.228836,4.228349,1.927576,4.518514,0,2.590938
941121.3341,1948186.481,90,941121.3341,1948186.481,90,941121.3341,1948186.481,1.20412,0,2.749011,3.042749,1.858488,1.614897,4.574245,0.028376,24,0.266494,4.020527,1.755646,4.170262,0,2.414616
941134.5686,1949803.596,91,941134.5686,1949803.596,91,941134.5686,1949803.596,1.230449,1.176091,3.138394,2.496582,2.408048,1.612784,4.668368,0.009552,7,0.270482,4.169763,1.848994,4.486367,0,2.637373
941144.7328,1950136.687,92,941144.7328,1950136.687,92,941144.7328,1950136.687,1.146128,0,3.13534,2.357063,1.942471,1.558709,4.127652,0.014227,18,0.228836,4.228349,1.789514,4.349398,0,2.559884
941151.6327,1948140.613,93,941151.6327,1948140.613,93,941151.6327,1948140.613,1.20412,0,2.708503,3.0347,1.692472,1.614897,4.574245,0.028376,24,0.266494,4.020527,1.776411,4.240549,0,2.464138
941210.1184,1947741.393,94,941210.1184,1947741.393,94,941210.1184,1947741.393,1.146128,0.477121,2.608103,3.071276,1.737314,1.614897,4.574245,0.028376,24,0.266494,4.020527,1.775173,4.176091,0,2.400918
941229.1451,1950266.586,95,941229.1451,1950266.586,95,941229.1451,1950266.586,1,0,3.115729,2.209095,1.52107,1.558709,4.127652,0.014227,18,0.228836,4.228349,1.771587,4.352183,0,2.580596
941259.2319,1947777.168,96,941259.2319,1947777.168,96,941259.2319,1947777.168,1.041393,0.60206,2.541117,3.048652,2.056451,1.614897,4.574245,0.028376,24,0.266494,4.020527,1.928703,4.396199,0,2.467496
941293.8376,1948236.754,97,941293.8376,1948236.754,97,941293.8376,1948236.754,1,0.477121,2.666974,2.966069,2.096808,1.614897,4.574245,0.028376,24,0.266494,4.020527,1.876157,4.386573,0,2.510416
941396.4114,1946007.933,98,941396.4114,1946007.933,98,941396.4114,1946007.933,1.146128,1.113943,3.195922,3.220684,2.053806,1.582063,4.317748,0.01599,12,0.265181,4.397923,1.777499,4.380211,0,2.602712
941453.7063,1948465.492,99,941453.7063,1948465.492,99,941453.7063,1948465.492,1.361728,1.041393,2.771883,2.878926,1.983683,1.609594,4.671528,0.01341,35,0.238839,4.411098,1.928601,4.470557,0,2.541956
941468.8689,1947449.223,100,941468.8689,1947449.223,100,941468.8689,1947449.223,1.079181,0.60206,2.473414,3.051384,2.212583,1.592177,4.57716,0.00947,6,0.273,3.90768,1.76455,4.360658,0,2.596108
941513.8609,1953011.29,101,941513.8609,1953011.29,101,941513.8609,1953011.29,1,0.477121,3.045775,3.231777,2.442983,1.582063,3.700538,0.002714,9,0.423829,4.379904,1.929163,4.517094,0.5,2.587931
941513.5651,1949736.844,102,941513.5651,1949736.844,102,941513.5651,1949736.844,1.079181,0,3.005689,2.476137,1.51544,1.575188,4.518669,0.004677,15,0.245679,4.442793,1.913549,4.462398,0,2.548849
941526.0596,1950583.708,103,941526.0596,1950583.708,103,941526.0596,1950583.708,1.079181,0,2.962951,2.617334,2.122581,1.575188,4.518669,0.004677,15,0.245679,4.442793,1.820924,4.414973,1,2.594049
941551.3983,1947262.039,104,941551.3983,1947262.039,104,941551.3983,1947262.039,1,0.69897,2.532717,3.082728,2.18552,1.592177,4.57716,0.00947,6,0.273,3.90768,1.925003,4.439333,0,2.51433
941590.2213,1950592.213,105,941590.2213,1950592.213,105,941590.2213,1950592.213,1.041393,0,2.948416,2.650264,2.055641,1.575188,4.518669,0.004677,15,0.245679,4.442793,1.928088,4.531479,0,2.603391
941570.3159,1947512.585,106,941570.3159,1947512.585,106,941570.3159,1947512.585,0.954243,0.778151,2.265729,3.003742,2.085301,1.592177,4.57716,0.00947,6,0.273,3.90768,1.853161,4.450675,0,2.597514
941591.4398,1950209.722,107,941591.4398,1950209.722,107,941591.4398,1950209.722,0.845098,1.643453,2.973153,2.302412,2.190829,1.575188,4.518669,0.004677,15,0.245679,4.442793,1.879135,4.674817,0.076923,2.795682
941555.2685,1943785.934,108,941555.2685,1943785.934,108,941555.2685,1943785.934,1.113943,1.113943,2.685697,2.585219,1.880286,1.583199,3.998657,0.012168,9,0.214488,4.309651,1.928088,4.513675,0.5,2.585587
941589.3157,1947375.215,109,941589.3157,1947375.215,109,941589.3157,1947375.215,0.954243,0.30103,2.362068,3.040434,2.341462,1.592177,4.57716,0.00947,6,0.273,3.90768,1.778079,4.41162,0,2.633541
941619.2543,1950692.856,110,941619.2543,1950692.856,110,941619.2543,1950692.856,1,0,2.893962,2.662387,1.330515,1.575188,4.518669,0.004677,15,0.245679,4.442793,1.927268,4.537819,0,2.610551
941598.4825,1943905.735,111,941598.4825,1943905.735,111,941598.4825,1943905.735,1.230449,0.90309,2.633582,2.501291,2.043637,1.583199,3.998657,0.012168,9,0.214488,4.309651,1.776193,4.410593,0,2.6344
941632.2669,1947434.643,112,941632.2669,1947434.643,112,941632.2669,1947434.643,0.954243,0.778151,2.199546,3.010469,2.265392,1.592177,4.57716,0.00947,6,0.273,3.90768,1.778079,4.396303,0,2.618224
941610.1572,1944030.279,113,941610.1572,1944030.279,113,941610.1572,1944030.279,1.041393,0.69897,2.64382,2.440537,1.641649,1.61066,4.569751,0.020632,4,0.220741,4.098124,1.765072,4.340444,0,2.575372
941633.2686,1946739.353,114,941633.2686,1946739.353,114,941633.2686,1946739.353,1.113943,0,2.906637,3.07779,1.665828,1.592177,4.57716,0.00947,6,0.273,3.90768,1.825426,4.30103,0,2.475604
941627.975,1944656.832,115,941627.975,1944656.832,115,941627.975,1944656.832,1.230449,1.230449,2.838287,2.819977,1.966962,1.61066,4.569751,0.020632,4,0.220741,4.098124,1.777717,4.281027,0,2.50331
941633.3273,1944331.49,116,941633.3273,1944331.49,116,941633.3273,1944331.49,1,0,2.679368,2.578679,1.413796,1.61066,4.569751,0.020632,4,0.220741,4.098124,1.927832,4.361728,0,2.433896
941646.0154,1943694.848,117,941646.0154,1943694.848,117,941646.0154,1943694.848,1.079181,0.778151,2.633862,2.558867,1.717112,1.583199,3.998657,0.012168,9,0.214488,4.309651,1.878795,4.512222,0,2.633427
941706.1912,1950811.862,118,941706.1912,1950811.862,118,941706.1912,1950811.862,0.90309,0,2.809031,2.587021,1.369614,1.575188,4.518669,0.004677,15,0.245679,4.442793,1.877602,4.389166,0,2.511564
941721.6208,1950948.384,119,941721.6208,1950948.384,119,941721.6208,1950948.384,1,1.653213,2.706459,2.465547,2.052819,1.575188,4.518669,0.004677,15,0.245679,4.442793,1.899362,4.708104,0.05,2.808742
941728.5982,1948047.861,120,941728.5982,1948047.861,120,941728.5982,1948047.861,0.60206,0,2.208048,2.761975,1.503349,1.609594,4.671528,0.01341,35,0.238839,4.411098,1.772078,4.384689,0,2.612611
941713.9785,1945949.822,121,941713.9785,1945949.822,121,941713.9785,1945949.822,1,1.176091,3.159655,3.151894,2.13142,1.582063,4.317748,0.01599,12,0.265181,4.397923,2.061905,4.70757,0,2.645665
941732.9651,1947010.021,122,941732.9651,1947010.021,122,941732.9651,1947010.021,1.041393,0.30103,2.72208,3.035115,1.961397,1.592177,4.57716,0.00947,6,0.273,3.90768,1.880814,4.462398,0,2.581584
941746.0943,1947060.637,123,941746.0943,1947060.637,123,941746.0943,1947060.637,1.041393,0,2.677953,3.031854,1.59691,1.592177,4.57716,0.00947,6,0.273,3.90768,1.869642,4.352183,0,2.482541
941771.3932,1949548.694,124,941771.3932,1949548.694,124,941771.3932,1949548.694,1.041393,0,2.924671,2.195707,1.979278,1.575188,4.518669,0.004677,15,0.245679,4.442793,1.798651,4.356026,0,2.557375
941760.0031,1946854.903,125,941760.0031,1946854.903,125,941760.0031,1946854.903,0.954243,0.30103,2.833846,3.024009,2.158956,1.592177,4.57716,0.00947,6,0.273,3.90768,1.897737,4.401401,0,2.503664
941768.4192,1947333.879,126,941768.4192,1947333.879,126,941768.4192,1947333.879,0.69897,0.60206,2.308913,3.012444,1.628941,1.592177,4.57716,0.00947,6,0.273,3.90768,1.77612,4.491362,0,2.715242
941807.8861,1951568.893,127,941807.8861,1951568.893,127,941807.8861,1951568.893,1.30103,1.079181,2.171903,2.660002,2.019398,1.614897,4.659531,0.147958,20,0.312218,4.485622,1.726779,4.387267,0.2,2.660488
941829.4749,1950647.718,128,941829.4749,1950647.718,128,941829.4749,1950647.718,1.146128,0,2.88881,2.771758,2.056274,1.575188,4.518669,0.004677,15,0.245679,4.442793,1.927011,4.477121,0,2.55011
941788.7352,1943799.664,129,941788.7352,1943799.664,129,941788.7352,1943799.664,1.041393,0.845098,2.409882,2.401154,1.762034,1.583199,3.998657,0.012168,9,0.214488,4.309651,1.857914,4.516947,0,2.659033
