XCoord,YCoord,OBJECTID,XCOORD,YCOORD,OBJECTID_1,POINT_X,POINT_Y,AGE,COMPLEX,COMDIST,SUBWAY,MAJROAD,AGEAVE,POPDEN,BLSPOPF,FIRENO,CAR2012R,TAX,AREA,PRICE,FLOOR1,UNITPRI
945135.9373,1953971.234,344,945135.9373,1953971.234,344,945135.9373,1953971.234,0.69897,1.230449,3.528218,3.135954,2.200517,1.563481,3.601051,0.013663,11,0.288199,4.914179,1.929214,4.642267,0.5,2.713053
945112.1421,1948715.448,345,945112.1421,1948715.448,345,945112.1421,1948715.448,1.20412,0,2.987033,2.960912,1.777533,1.563481,4.393212,0.000268,13,0.32004,4.727338,2.158845,4.778151,0,2.619306
945174.2845,1949100.381,346,945174.2845,1949100.381,346,945174.2845,1949100.381,1.477121,1.763428,3.031723,2.746421,2.402675,1.563481,4.393212,0.000268,13,0.32004,4.727338,1.988686,4.879355,0.125,2.890669
945179.8986,1948690.224,347,945179.8986,1948690.224,347,945179.8986,1948690.224,1.20412,0,2.979421,2.957969,1.806118,1.563481,4.393212,0.000268,13,0.32004,4.727338,2.170907,4.838849,0,2.667942
945253.89,1954295.309,348,945253.89,1954295.309,348,945253.89,1954295.309,0.69897,0.954243,3.569336,3.131278,1.838357,1.563481,3.601051,0.013663,11,0.288199,4.914179,1.826688,4.625197,0.333333,2.798509
945247.658,1948682.204,349,945247.658,1948682.204,349,945247.658,1948682.204,1.079181,0,2.981759,2.949887,1.476762,1.563481,4.393212,0.000268,13,0.32004,4.727338,2.183668,4.778151,0,2.594483
945255.8387,1945354.911,350,945255.8387,1945354.911,350,945255.8387,1945354.911,1.20412,1.50515,2.551279,2.524001,1.971768,1.574031,4.410255,0.001666,22,0.319729,4.658689,1.911434,4.604422,0,2.692988
945266.5185,1945486.809,351,945266.5185,1945486.809,351,945266.5185,1945486.809,1.079181,0.778151,2.657821,2.657831,1.793649,1.574031,4.410255,0.001666,22,0.319729,4.658689,1.928345,4.697158,0,2.768813
945324.0118,1948741.797,352,945324.0118,1948741.797,352,945324.0118,1948741.797,1.176091,0,3.013737,2.909397,1.738362,1.563481,4.393212,0.000268,13,0.32004,4.727338,2.174002,4.924279,0,2.750277
945372.556,1949306.017,353,945372.556,1949306.017,353,945372.556,1949306.017,1.255273,1.60206,3.048638,2.436543,2.162571,1.563481,4.393212,0.000268,13,0.32004,4.727338,1.928227,4.72864,0,2.800413
945340.617,1944320.654,354,945340.617,1944320.654,354,945340.617,1944320.654,1.041393,0.477121,2.458009,2.762114,1.904173,1.636488,4.346931,0.016895,26,0.249208,4.508476,1.926445,4.487138,0,2.560693
945364.6252,1945145.111,355,945364.6252,1945145.111,355,945364.6252,1945145.111,0.954243,0.30103,2.156173,1.99699,1.383759,1.574031,4.410255,0.001666,22,0.319729,4.658689,1.929112,4.50515,0,2.576038
945420.3291,1948780.107,356,945420.3291,1948780.107,356,945420.3291,1948780.107,1.176091,0,3.038419,2.877504,1.71363,1.563481,4.393212,0.000268,13,0.32004,4.727338,2.064982,4.825156,0,2.760174
945418.5135,1948488.248,357,945418.5135,1948488.248,357,945418.5135,1948488.248,1.462398,1.672098,2.91145,2.992982,2.333524,1.563481,4.393212,0.000268,13,0.32004,4.727338,1.98189,4.895776,0,2.913886
945464.5952,1953794.353,358,945464.5952,1953794.353,358,945464.5952,1953794.353,1,1.230449,3.52643,3.008221,2.010978,1.563481,3.601051,0.013663,11,0.288199,4.914179,1.974386,4.783248,0,2.808862
945457.4269,1946873.782,359,945457.4269,1946873.782,359,945457.4269,1946873.782,1.462398,0.477121,2.845457,2.723036,2.168683,1.586587,4.334993,0.005927,19,0.386979,4.772718,1.854614,4.461363,0,2.606749
945450.3054,1945645.761,360,945450.3054,1945645.761,360,945450.3054,1945645.761,1.041393,0.90309,2.812644,2.767661,1.813274,1.574031,4.410255,0.001666,22,0.319729,4.658689,1.929061,4.722563,0,2.793502
945459.9666,1946972.655,361,945459.9666,1946972.655,361,945459.9666,1946972.655,1.447158,0.30103,2.794264,2.797377,1.693563,1.586587,4.334993,0.005927,19,0.386979,4.772718,1.818565,4.431834,0,2.613269
945450.785,1945334.844,362,945450.785,1945334.844,362,945450.785,1945334.844,1.079181,0.30103,2.536517,2.464454,1.612255,1.574031,4.410255,0.001666,22,0.319729,4.658689,1.928498,4.623825,0,2.695327
945468.253,1945930.923,363,945468.253,1945930.923,363,945468.253,1945930.923,1.20412,1.146128,2.968664,2.480324,1.994319,1.574031,4.410255,0.001666,22,0.319729,4.658689,1.882361,4.62159,0,2.739229
945492.256,1947390.453,364,945492.256,1947390.453,364,945492.256,1947390.453,1.230449,0,2.634845,2.462718,1.908262,1.597695,4.287089,0.009094,8,0.516252,4.428119,1.825135,4.493181,0,2.668046
945523.1397,1947336.51,365,945523.1397,1947336.51,365,945523.1397,1947336.51,1.20412,0,2.674355,2.473205,1.679694,1.597695,4.287089,0.009094,8,0.516252,4.428119,1.778079,4.380211,0,2.602132
945507.7332,1944580.283,366,945507.7332,1944580.283,366,945507.7332,1944580.283,1.113943,0,1.016764,2.58421,1.827283,1.636488,4.346931,0.016895,26,0.249208,4.508476,1.927832,4.477121,0,2.549289
945549.8653,1945484.649,367,945549.8653,1945484.649,367,945549.8653,1945484.649,0.90309,0,2.713591,2.665577,1.193934,1.574031,4.410255,0.001666,22,0.319729,4.658689,1.91803,4.588832,0,2.670802
945558.5427,1944797.899,368,945558.5427,1944797.899,368,945558.5427,1944797.899,0.954243,0,1.883812,2.43122,1.693236,1.596597,4.535343,0.006566,11,0.264229,4.508597,1.898999,4.468347,0,2.569348
945561.8471,1944693.53,369,945561.8471,1944693.53,369,945561.8471,1944693.53,0.90309,0,1.556604,2.529864,1.743634,1.596597,4.535343,0.006566,11,0.264229,4.508597,1.929317,4.556135,0,2.626818
945575.3171,1945765.425,370,945575.3171,1945765.425,370,945575.3171,1945765.425,1.176091,1.176091,2.898789,2.663266,1.983174,1.574031,4.410255,0.001666,22,0.319729,4.658689,1.911241,4.679892,0,2.768651
945633.6289,1953558.279,371,945633.6289,1953558.279,371,945633.6289,1953558.279,1,1.146128,3.491374,2.936685,1.99978,1.563481,3.601051,0.013663,11,0.288199,4.914179,1.987915,4.827541,0,2.839626
945591.4258,1946148.954,372,945591.4258,1946148.954,372,945591.4258,1946148.954,1.342423,0.845098,2.996394,1.96208,2.255374,1.574031,4.410255,0.001666,22,0.319729,4.658689,1.92814,4.571038,0,2.642898
945643.9007,1948532.612,373,945643.9007,1948532.612,373,945643.9007,1948532.612,1.462398,1.30103,2.982217,2.913763,2.421605,1.563481,4.393212,0.000268,13,0.32004,4.727338,1.765602,4.671342,0.142857,2.90574
945674.3358,1946826.649,374,945674.3358,1946826.649,374,945674.3358,1946826.649,1.255273,0.60206,2.78539,2.740099,1.697885,1.586587,4.334993,0.005927,19,0.386979,4.772718,1.777789,4.469822,0,2.692033
945691.2185,1947613.238,375,945691.2185,1947613.238,375,945691.2185,1947613.238,1.176091,0.30103,2.768569,1.877071,1.711083,1.597695,4.287089,0.009094,8,0.516252,4.428119,1.775756,4.469822,0,2.694066
945692.4527,1946055.561,376,945692.4527,1946055.561,376,945692.4527,1946055.561,1.278754,0.845098,2.970856,2.357622,1.634643,1.574031,4.410255,0.001666,22,0.319729,4.658689,1.928498,4.525045,1,2.596547
945723.0691,1946576.833,377,945723.0691,1946576.833,377,945723.0691,1946576.833,1.431364,0.60206,2.797686,2.57229,2.16733,1.586587,4.334993,0.005927,19,0.386979,4.772718,1.815976,4.414973,0,2.598997
945722.3094,1945651.332,378,945722.3094,1945651.332,378,945722.3094,1945651.332,1.176091,0.845098,2.86949,2.595101,1.992169,1.574031,4.410255,0.001666,22,0.319729,4.658689,1.928959,4.671053,0,2.742094
945719.8085,1945238.058,379,945719.8085,1945238.058,379,945719.8085,1945238.058,1.322219,0.90309,2.581844,2.570827,2.006305,1.596597,4.535343,0.006566,11,0.264229,4.508597,1.903144,4.518833,0,2.615689
945785.1663,1953605.436,380,945785.1663,1953605.436,380,945785.1663,1953605.436,1,0.90309,3.475481,2.849249,1.780136,1.563481,3.601051,0.013663,11,0.288199,4.914179,1.927969,4.789361,0,2.861392
945720.3692,1943479.679,381,945720.3692,1943479.679,381,945720.3692,1943479.679,1.146128,0,2.976065,2.484697,2.128512,1.620136,4.816573,0.019003,15,0.181972,4.089976,1.777717,4.235528,0,2.457811
945749.5199,1943315.982,382,945749.5199,1943315.982,382,945749.5199,1943315.982,1.322219,0,2.952032,2.174352,1.981308,1.620136,4.816573,0.019003,15,0.181972,4.089976,1.777282,4.136721,1,2.359439
945739.3494,1940275.054,383,945739.3494,1940275.054,383,945739.3494,1940275.054,1.39794,0.90309,3.037237,2.807452,1.977924,1.604226,4.218302,0.033893,22,0.278987,4.606328,1.707464,4.227249,0,2.519785
945776.0024,1945481.251,384,945776.0024,1945481.251,384,945776.0024,1945481.251,0.954243,0.60206,2.785835,2.566893,1.822547,1.574031,4.410255,0.001666,22,0.319729,4.658689,1.929215,4.544068,0,2.614853
945765.6755,1943665.658,385,945765.6755,1943665.658,385,945765.6755,1943665.658,0.60206,0.477121,2.885096,2.67342,2.014435,1.636488,4.346931,0.016895,26,0.249208,4.508476,1.77561,4.485865,0,2.710255
945770.911,1943226.955,386,945770.911,1943226.955,386,945770.911,1943226.955,1.20412,0,2.905254,1.880373,1.694525,1.620136,4.816573,0.019003,15,0.181972,4.089976,1.681784,4.123852,0,2.442068
945800.7781,1947159.043,387,945800.7781,1947159.043,387,945800.7781,1947159.043,1.518514,0.69897,2.736636,2.565452,1.826096,1.597695,4.287089,0.009094,8,0.516252,4.428119,1.705949,4.397592,0,2.691643
945780.9995,1943250.63,388,945780.9995,1943250.63,388,945780.9995,1943250.63,1.278754,0,2.915894,1.907893,1.813188,1.620136,4.816573,0.019003,15,0.181972,4.089976,1.675045,4.053078,1,2.378033
945810.19,1945879.029,389,945810.19,1945879.029,389,945810.19,1945879.029,1.079181,1.230449,2.918567,2.521053,1.905744,1.574031,4.410255,0.001666,22,0.319729,4.658689,2.021169,4.854619,0,2.83345
945870.6848,1943297.928,390,945870.6848,1943297.928,390,945870.6848,1943297.928,1.477121,0,2.930047,2.001757,1.462965,1.620136,4.816573,0.019003,15,0.181972,4.089976,1.773786,4.298853,0,2.525067
945924.4566,1949629.334,391,945924.4566,1949629.334,391,945924.4566,1949629.334,1.20412,0.60206,3.189583,2.596664,1.951361,1.577492,3.867074,0.005206,18,0.398416,4.571918,1.772908,4.421604,0,2.648696
945890.0222,1943391.767,392,945890.0222,1943391.767,392,945890.0222,1943391.767,1.20412,0,2.973849,2.292557,1.808032,1.620136,4.816573,0.019003,15,0.181972,4.089976,1.544564,4.041393,0,2.496829
945929.2167,1947652.496,393,945929.2167,1947652.496,393,945929.2167,1947652.496,1.041393,0.477121,2.907336,2.126152,2.138008,1.597695,4.287089,0.009094,8,0.516252,4.428119,1.928788,4.591435,0,2.662647
945950.1964,1944912.061,394,945950.1964,1944912.061,394,945950.1964,1944912.061,0.477121,0,2.49811,2.746886,1.952896,1.596597,4.535343,0.006566,11,0.264229,4.508597,1.205204,4,0,2.794796
945948.5628,1943905.374,395,945948.5628,1943905.374,395,945948.5628,1943905.374,1.041393,0,2.770873,2.737425,2.145997,1.636488,4.346931,0.016895,26,0.249208,4.508476,1.85697,4.477121,0,2.620151
945960.16,1945378.443,396,945960.16,1945378.443,396,945960.16,1945378.443,1.176091,1.230449,2.813788,2.452842,2.084282,1.596597,4.535343,0.006566,11,0.264229,4.508597,1.944502,4.650413,0,2.705911
946019.3597,1953322.008,397,946019.3597,1953322.008,397,946019.3597,1953322.008,0.954243,1.079181,3.423134,2.788244,1.981638,1.563481,3.601051,0.013663,11,0.288199,4.914179,1.943641,4.811706,0,2.868065
945943.6844,1940792.85,398,945943.6844,1940792.85,398,945943.6844,1940792.85,1.041393,0.90309,2.865113,1.938662,1.815504,1.604226,4.218302,0.033893,22,0.278987,4.606328,1.928805,4.50173,0,2.572925
946002.3889,1943507.157,399,946002.3889,1943507.157,399,946002.3889,1943507.157,1.230449,1.20412,2.992257,2.537073,2.006465,1.620136,4.816573,0.019003,15,0.181972,4.089976,1.700353,4.369183,0,2.66883
945990.6213,1939769.115,400,945990.6213,1939769.115,400,945990.6213,1939769.115,1.380211,1.20412,3.07763,2.560339,2.208479,1.604226,4.218302,0.033893,22,0.278987,4.606328,1.951629,4.427698,0.142857,2.476069
946045.957,1946230.46,401,946045.957,1946230.46,401,946045.957,1946230.46,1.146128,0.778151,2.78754,2.682134,1.958612,1.586587,4.334993,0.005927,19,0.386979,4.772718,1.929317,4.568202,0,2.638885
946032.3121,1943690.307,402,946032.3121,1943690.307,402,946032.3121,1943690.307,1.491362,1.146128,2.91416,2.7194,2.230483,1.620136,4.816573,0.019003,15,0.181972,4.089976,1.959471,4.426511,0,2.46704
946110.4966,1952778.508,403,946110.4966,1952778.508,403,946110.4966,1952778.508,1.079181,0.954243,3.374582,2.914404,2.034284,1.563481,3.601051,0.013663,11,0.288199,4.914179,1.929112,4.716003,0,2.786891
946061.0517,1943349.593,404,946061.0517,1943349.593,404,946061.0517,1943349.593,0.90309,0.30103,2.951655,2.408299,1.303127,1.578639,4.450943,0.006248,12,0.383409,4.835691,1.929112,4.627366,0,2.698254
946096.4283,1943155.687,405,946096.4283,1943155.687,405,946096.4283,1943155.687,0.954243,0.954243,2.8481,2.377486,2.166671,1.578639,4.450943,0.006248,12,0.383409,4.835691,1.566791,4.344321,0,2.77753
946118.0372,1946172.877,406,946118.0372,1946172.877,406,946118.0372,1946172.877,0.845098,0.30103,2.725081,2.619076,1.883947,1.586587,4.334993,0.005927,19,0.386979,4.772718,1.929419,4.60206,0,2.672641
946088.4744,1940513.809,407,946088.4744,1940513.809,407,946088.4744,1940513.809,1.113943,1.146128,2.825253,2.561891,1.938043,1.604226,4.218302,0.033893,22,0.278987,4.606328,1.827414,4.385056,0,2.557642
946142.098,1943424.356,408,946142.098,1943424.356,408,946142.098,1943424.356,0.90309,0.90309,2.952953,2.563582,1.709463,1.578639,4.450943,0.006248,12,0.383409,4.835691,1.742179,4.513592,0,2.771413
946194.9772,1944527.12,409,946194.9772,1944527.12,409,946194.9772,1944527.12,1.079181,0,2.676831,2.650013,1.163279,1.596597,4.535343,0.006566,11,0.264229,4.508597,1.91913,4.40654,0,2.48741
946202.0076,1944356.852,410,946202.0076,1944356.852,410,946202.0076,1944356.852,1.113943,0,2.699208,2.498635,1.462971,1.596597,4.535343,0.006566,11,0.264229,4.508597,1.617,4.19659,0,2.57959
946209.312,1944803.291,411,946209.312,1944803.291,411,946209.312,1944803.291,0.954243,0.477121,2.68734,2.837259,1.836136,1.596597,4.535343,0.006566,11,0.264229,4.508597,2.053591,4.620752,0,2.567161
946272.8724,1953006.725,412,946272.8724,1953006.725,412,946272.8724,1953006.725,1.079181,0.845098,3.359571,2.84011,1.849983,1.563481,3.601051,0.013663,11,0.288199,4.914179,1.777489,4.624531,0,2.847042
946219.179,1944496.82,413,946219.179,1944496.82,413,946219.179,1944496.82,1.079181,0,2.703782,2.610701,1.725164,1.596597,4.535343,0.006566,11,0.264229,4.508597,1.774517,4.39794,0,2.623423
946230.1758,1946095.138,414,946230.1758,1946095.138,414,946230.1758,1946095.138,1.50515,0.477121,2.605908,2.546786,1.9978,1.586587,4.334993,0.005927,19,0.386979,4.772718,1.674861,4.296665,1,2.621804
946270.9983,1948194.341,415,946270.9983,1948194.341,415,946270.9983,1948194.341,1.20412,0.954243,2.798126,2.839624,2.205005,1.577492,3.867074,0.005206,18,0.398416,4.571918,1.890619,4.55424,0,2.663621
946241.525,1943337.673,416,946241.525,1943337.673,416,946241.525,1943337.673,1.041393,1.230449,2.884792,2.611188,2.146751,1.578639,4.450943,0.006248,12,0.383409,4.835691,1.852031,4.565102,0,2.713071
946255.9986,1944983.371,417,946255.9986,1944983.371,417,946255.9986,1944983.371,1.30103,0.778151,2.779546,2.784347,1.82904,1.596597,4.535343,0.006566,11,0.264229,4.508597,1.777789,4.359835,0,2.582046
946295.8452,1949151.247,418,946295.8452,1949151.247,418,946295.8452,1949151.247,1.278754,1.113943,3.015409,2.258448,1.839486,1.577492,3.867074,0.005206,18,0.398416,4.571918,1.860101,4.530796,0,2.670695
946268.1686,1944689.104,419,946268.1686,1944689.104,419,946268.1686,1944689.104,1.255273,0,2.722724,2.748354,1.675522,1.596597,4.535343,0.006566,11,0.264229,4.508597,1.927883,4.423246,0,2.495363
946272.0643,1945094.469,420,946272.0643,1945094.469,420,946272.0643,1945094.469,1.041393,0.477121,2.830862,2.698813,1.950737,1.596597,4.535343,0.006566,11,0.264229,4.508597,1.929163,4.591065,0,2.661902
946272.973,1944325.203,421,946272.973,1944325.203,421,946272.973,1944325.203,0.778151,0,2.760424,2.382097,1.317488,1.620136,4.816573,0.019003,15,0.181972,4.089976,1.929215,4.50515,0,2.575935
946257.6806,1941373.408,422,946257.6806,1941373.408,422,946257.6806,1941373.408,1.255273,0.30103,2.515552,2.654261,1.586412,1.604226,4.218302,0.033893,22,0.278987,4.606328,1.927268,4.44248,0,2.515212
946269.1565,1941912.315,423,946269.1565,1941912.315,423,946269.1565,1941912.315,1.230449,1.342423,1.736729,2.966321,2.0351,1.607455,3.981565,0.01853,36,0.584283,5.117351,1.776992,4.426484,0,2.649492
946303.9746,1944215.022,424,946303.9746,1944215.022,424,946303.9746,1944215.022,1.041393,0,2.804355,2.18653,2.02768,1.620136,4.816573,0.019003,15,0.181972,4.089976,1.761702,4.342423,0,2.580721
946300.2843,1941034.397,425,946300.2843,1941034.397,425,946300.2843,1941034.397,1.230449,0.477121,2.576832,2.516214,1.67998,1.604226,4.218302,0.033893,22,0.278987,4.606328,1.851281,4.39479,0,2.543509
946339.5651,1946523.48,426,946339.5651,1946523.48,426,946339.5651,1946523.48,1.50515,0.30103,2.502608,2.183361,1.886728,1.586587,4.334993,0.005927,19,0.386979,4.772718,1.927935,4.618048,0,2.690113
946358.5619,1946650.967,427,946358.5619,1946650.967,427,946358.5619,1946650.967,1.431364,0.60206,2.277845,2.117246,1.755582,1.586587,4.334993,0.005927,19,0.386979,4.772718,1.770557,4.498311,0,2.727754
946338.6435,1943428.219,428,946338.6435,1943428.219,428,946338.6435,1943428.219,1.431364,0.30103,2.86809,2.68999,2.010184,1.578639,4.450943,0.006248,12,0.383409,4.835691,1.758382,4.311754,0,2.553372
946363.0664,1947045.352,429,946363.0664,1947045.352,429,946363.0664,1947045.352,1.20412,0.30103,1.968239,2.464975,1.821312,1.61595,4.451848,0.015216,16,0.315244,4.459166,1.606149,4.315451,0,2.709302
946350.0057,1944267.331,430,946350.0057,1944267.331,430,946350.0057,1944267.331,1.431364,0.845098,2.82257,2.163987,1.70169,1.620136,4.816573,0.019003,15,0.181972,4.089976,1.859104,4.44796,0,2.588856
946352.2901,1943963.118,431,946352.2901,1943963.118,431,946352.2901,1943963.118,0.778151,0.60206,2.904839,2.150031,2.098738,1.620136,4.816573,0.019003,15,0.181972,4.089976,1.928601,4.60206,0,2.673459
946386.016,1947842.324,432,946386.016,1947842.324,432,946386.016,1947842.324,1.230449,0,2.812056,2.56102,1.235967,1.597695,4.287089,0.009094,8,0.516252,4.428119,1.853436,4.488871,0,2.635435
946350.7137,1941187.478,433,946350.7137,1941187.478,433,946350.7137,1941187.478,1.20412,0.30103,2.540085,2.629382,2.304434,1.604226,4.218302,0.033893,22,0.278987,4.606328,1.773348,4.384712,0,2.611364
946439.3626,1948789.481,434,946439.3626,1948789.481,434,946439.3626,1948789.481,1.176091,0.60206,2.833916,1.932963,1.83391,1.577492,3.867074,0.005206,18,0.398416,4.571918,1.929368,4.525045,1,2.595677
946439.4643,1948177.69,435,946439.4643,1948177.69,435,946439.4643,1948177.69,1.176091,0,2.665386,2.768397,1.450745,1.577492,3.867074,0.005206,18,0.398416,4.571918,1.842766,4.552399,0,2.709633
946415.9676,1944043.34,436,946415.9676,1944043.34,436,946415.9676,1944043.34,1.447158,0.477121,2.909851,1.771848,1.62319,1.620136,4.816573,0.019003,15,0.181972,4.089976,1.641375,4.311754,0,2.670379
946417.9013,1943570.294,437,946417.9013,1943570.294,437,946417.9013,1943570.294,1.230449,0.845098,2.888903,2.515387,2.01819,1.578639,4.450943,0.006248,12,0.383409,4.835691,1.878493,4.504221,0,2.625728
946451.2953,1948480.978,438,946451.2953,1948480.978,438,946451.2953,1948480.978,1.342423,0.60206,2.701861,2.587442,2.256576,1.577492,3.867074,0.005206,18,0.398416,4.571918,1.927678,4.537819,0,2.610141
946437.2461,1943813.037,439,946437.2461,1943813.037,439,946437.2461,1943813.037,1.361728,0.778151,2.981348,2.169556,1.868159,1.620136,4.816573,0.019003,15,0.181972,4.089976,1.827413,4.477473,0,2.65006
946425.0624,1941513.778,440,946425.0624,1941513.778,440,946425.0624,1941513.778,1.079181,0,2.474423,2.825071,2.06533,1.604226,4.218302,0.033893,22,0.278987,4.606328,1.887156,4.44364,0,2.556484
946486.9948,1947628.506,441,946486.9948,1947628.506,441,946486.9948,1947628.506,0.778151,0.60206,2.660901,2.283164,2.225671,1.61595,4.451848,0.015216,16,0.315244,4.459166,1.928754,4.667227,0,2.738473
946488.9177,1945003.322,442,946488.9177,1945003.322,442,946488.9177,1945003.322,1.361728,0.30103,2.912903,2.81361,1.583216,1.61066,4.502154,0.016362,15,0.244997,4.269373,1.928088,4.497471,0,2.569383
946509.5579,1948120.421,443,946509.5579,1948120.421,443,946509.5579,1948120.421,0.778151,0,2.610289,2.703895,1.523884,1.577492,3.867074,0.005206,18,0.398416,4.571918,1.92557,4.50515,0,2.57958
946510.7284,1944945.471,444,946510.7284,1944945.471,444,946510.7284,1944945.471,1.361728,0.60206,2.912335,2.852876,1.976658,1.61066,4.502154,0.016362,15,0.244997,4.269373,1.92814,4.495837,0,2.567697
946531.3396,1947309.83,445,946531.3396,1947309.83,445,946531.3396,1947309.83,1.322219,1,2.537817,1.882914,1.906323,1.61595,4.451848,0.015216,16,0.315244,4.459166,1.917873,4.59318,0.333333,2.675307
946520.1617,1945471.485,446,946520.1617,1945471.485,446,946520.1617,1945471.485,1.230449,0.845098,2.705898,2.51002,1.821041,1.61066,4.502154,0.016362,15,0.244997,4.269373,1.777717,4.491362,0,2.713645
946514.918,1944180.366,447,946514.918,1944180.366,447,946514.918,1944180.366,1.447158,0.30103,2.92824,1.724058,1.560217,1.61066,4.502154,0.016362,15,0.244997,4.269373,1.928652,4.491362,0,2.56271
946501.5479,1941087.641,448,946501.5479,1941087.641,448,946501.5479,1941087.641,1.20412,0.69897,2.245015,2.729059,2.015531,1.604226,4.218302,0.033893,22,0.278987,4.606328,1.768786,4.342423,0,2.573637
946538.6461,1943645.542,449,946538.6461,1943645.542,449,946538.6461,1943645.542,1.079181,0.477121,2.88205,2.310887,1.540808,1.578639,4.450943,0.006248,12,0.383409,4.835691,1.928191,4.503791,0,2.5756
946573.6901,1947800.145,450,946573.6901,1947800.145,450,946573.6901,1947800.145,1.556303,0.30103,2.67831,2.288638,1.807831,1.61595,4.451848,0.015216,16,0.315244,4.459166,1.784118,4.479258,0,2.69514
946596.6505,1948252.408,451,946596.6505,1948252.408,451,946596.6505,1948252.408,1.39794,0.69897,2.477717,2.723514,1.761194,1.577492,3.867074,0.005206,18,0.398416,4.571918,1.908056,4.524216,0.25,2.61616
946580.2092,1945312.765,452,946580.2092,1945312.765,452,946580.2092,1945312.765,1.255273,1.079181,2.729984,2.660943,1.997919,1.61066,4.502154,0.016362,15,0.244997,4.269373,1.805189,4.503595,0,2.698406
946645.045,1948013.801,453,946645.045,1948013.801,453,946645.045,1948013.801,1.50515,0.845098,2.535818,2.563791,2.021427,1.587711,4.359652,0.00389,21,0.299352,4.616202,1.795825,4.539953,0.333333,2.744128
946677.337,1952939.595,454,946677.337,1952939.595,454,946677.337,1952939.595,0.778151,0.69897,3.276617,2.584488,1.74337,1.563481,3.601051,0.013663,11,0.288199,4.914179,1.928959,4.75952,0,2.830561
946656.3896,1948654.986,455,946656.3896,1948654.986,455,946656.3896,1948654.986,1.176091,0.477121,2.632487,2.444556,2.000703,1.577492,3.867074,0.005206,18,0.398416,4.571918,1.776992,4.44166,0,2.664668
946627.6477,1943368.704,456,946627.6477,1943368.704,456,946627.6477,1943368.704,1.361728,0.90309,2.685322,2.624597,1.617889,1.578639,4.450943,0.006248,12,0.383409,4.835691,1.839594,4.407257,0.5,2.567663
946660.6433,1946984.641,457,946660.6433,1946984.641,457,946660.6433,1946984.641,1.255273,0.69897,1.698052,2.348207,1.808757,1.61595,4.451848,0.015216,16,0.315244,4.459166,1.928754,4.622214,0,2.69346
946678.3109,1948159.959,458,946678.3109,1948159.959,458,946678.3109,1948159.959,1.431364,0.845098,2.371877,2.696813,1.78352,1.587711,4.359652,0.00389,21,0.299352,4.616202,1.87285,4.5311,0,2.65825
946702.0042,1951339.865,459,946702.0042,1951339.865,459,946702.0042,1951339.865,1.041393,0,3.272907,2.850875,1.63162,1.595496,4.49761,0.01457,12,0.249775,3.90064,1.799478,4.389166,0,2.589688
946711.4985,1951298.291,460,946711.4985,1951298.291,460,946711.4985,1951298.291,1.041393,0,3.27517,2.860639,1.887024,1.595496,4.49761,0.01457,12,0.249775,3.90064,1.922622,4.525045,0,2.602423
946685.7262,1945183.24,461,946685.7262,1945183.24,461,946685.7262,1945183.24,1.30103,0,2.751047,2.794088,1.308895,1.61066,4.502154,0.016362,15,0.244997,4.269373,1.851572,4.446254,0,2.594682
946694.7134,1946487.239,462,946694.7134,1946487.239,462,946694.7134,1946487.239,1.146128,1.278754,2.453181,2.304753,2.285985,1.586587,4.334993,0.005927,19,0.386979,4.772718,2.022537,4.812456,0,2.789919
946703.7094,1943559.515,463,946703.7094,1943559.515,463,946703.7094,1943559.515,1.146128,0.30103,2.785422,2.471508,1.504722,1.640481,4.666297,0.01678,21,0.147607,3.996862,2.004344,4.522074,0.5,2.51773
946719.3916,1945557.617,464,946719.3916,1945557.617,464,946719.3916,1945557.617,1.230449,0,2.46428,2.660453,2.001436,1.612784,4.421585,0.017365,7,0.188295,3.884795,1.777064,4.389166,0,2.612102
946742.3155,1946872.308,465,946742.3155,1946872.308,465,946742.3155,1946872.308,1,0,1.726904,2.308283,1.473813,1.586587,4.334993,0.005927,19,0.386979,4.772718,1.929061,4.662758,0,2.733697
946761.7902,1946814.225,466,946761.7902,1946814.225,466,946761.7902,1946814.225,0.954243,0.60206,1.352936,2.312216,1.5041,1.586587,4.334993,0.005927,19,0.386979,4.772718,1.929266,4.672098,0,2.742832
946733.4445,1940007.54,467,946733.4445,1940007.54,467,946733.4445,1940007.54,1.041393,0.69897,2.822373,2.609116,2.155663,1.611723,4.35458,0.024219,18,0.241444,4.421736,1.909342,4.5302,0,2.620858
946738.6407,1939255.915,468,946738.6407,1939255.915,468,946738.6407,1939255.915,1.462398,0.778151,2.645095,2.70623,2.24397,1.611723,4.35458,0.024219,18,0.241444,4.421736,1.742725,4.225309,0,2.482584
946784.556,1939822.17,469,946784.556,1939822.17,469,946784.556,1939822.17,1.544068,0.845098,2.776533,2.592451,2.009022,1.611723,4.35458,0.024219,18,0.241444,4.421736,1.730594,4.247648,0,2.517054
946856.1922,1950795.101,470,946856.1922,1950795.101,470,946856.1922,1950795.101,1.079181,0,3.305071,2.994104,1.602574,1.606381,4.312348,0.019058,17,0.243184,3.945715,1.996337,4.740363,0,2.744026
946847.8897,1947785.859,471,946847.8897,1947785.859,471,946847.8897,1947785.859,1.255273,0.69897,2.511453,2.269004,1.689317,1.587711,4.359652,0.00389,21,0.299352,4.616202,1.776411,4.513522,0,2.737111
